Kanji#Reading#JLPT#Type#Meaning
['あの人']#[['あのひと']]#5#['&pn;']#['he', 'she', 'that person']
['巫女']#[['みこ'], ['ふじょ']]#5#['&n;']#['miko', 'shrine maiden', {'_': 'young girl or woman (trad. an unmarried virgin) who assists priests at shrines', '$': {'g_type': 'expl'}}]
['三十日']#[['みそか'], ['つごもり'], ['みそ'], ['かいじつ']]#5#['&n;']#['last day of the month']
['目']#[['め']]#5#['&n;']#['eye', 'eyeball']
['儲け口']#[['もうけぐち']]#5#['&n;']#['profitable job', 'way to make a fast buck']
['八手']#[['やつで'], ['ヤツデ']]#5#['&n;']#['fatsi (Fatsia japonica)', 'paperplant', 'Japanese aralia']
['八つ目鰻']#[['やつめうなぎ'], ['ヤツメウナギ']]#5#['&n;']#['lamprey', 'lamprey eel']
['山々']#[['やまやま']]#5#['&n;']#['(many) mountains']
['行きずり']#[['ゆきずり'], ['いきずり']]#5#['&adj-no;', '&n;']#['passing', '(person) who happens to pass by']
['ゆりの木']#[['ゆりのき'], ['ユリノキ']]#5#['&n;']#['tulip tree (Liriodendron tulipifera)', 'tuliptree', 'yellow poplar']
['読み出し']#[['よみだし']]#5#['&n;']#['reading', 'readout (computer)']
['来々週']#[['らいらいしゅう']]#5#['&n;']#['week after next']
['分かち']#[['わかち']]#5#['&n;']#['distinction', 'differentiation', 'discrimination']
['分かれ道']#[['わかれみち']]#5#['&n;']#['branch road', 'forked road', 'branch', 'fork', 'crossroads']
['分け前']#[['わけまえ']]#5#['&n;']#['share', 'portion', 'quota', 'cut']
['空き']#[['あき']]#5#['&n;']#['space', 'room', 'gap', 'emptiness']
['言いがかり']#[['いいがかり']]#5#['&n;']#['false accusation', 'pretext', 'picking a quarrel']
['生まれ']#[['うまれ']]#5#['&n;']#['birth', 'birthplace']
['母さん']#[['かあさん'], ['かかさん']]#5#['&n;']#['mother']
['月日']#[['がっぴ']]#5#['&n;']#['month and day (of the year)', '(the) date']
['下がり']#[['さがり']]#5#['&n;']#['fall', 'decline', 'lowering', 'hanging down', 'drooping', 'slanting (downward)']
['週休']#[['しゅうきゅう']]#5#['&n;']#['weekly holiday']
['長大']#[['ちょうだい']]#5#['&adj-na;', '&n;']#['long and large', 'tall and large', 'grand', 'huge']
['父さん']#[['とうさん']]#5#['&n;']#['father', 'dad', 'papa', 'pa', 'pop', 'daddy', 'dada']
['言いなり']#[['いいなり']]#5#['&n;']#['doing as one is told', 'yes-man']
['何十']#[['なんじゅう']]#5#['&n;']#['several tens']
['日日']#[['ひにち']]#5#['&n;']#['the number of days', 'date']
['小火']#[['ぼや'], ['しょうか']]#5#['&n;']#['small fire']
['見た目']#[['みため']]#5#['&exp;', '&n;']#['appearance', '(outward) looks', 'exterior appearance']
['見どころ']#[['みどころ']]#5#['&n;']#['point worthy of note', 'highlight', 'high point', 'main attraction', 'thing to note']
['耳より']#[['みみより']]#5#['&adj-na;', '&n;']#['welcome (news)', 'inviting', 'encouraging', 'tempting', 'hopeful']
['見分け']#[['みわけ']]#5#['&n;']#['distinction']
['名月']#[['めいげつ']]#5#['&n;']#['harvest moon (trad. 15th day of the 8th lunar month)']
['生気']#[['せいき']]#5#['&n;']#['life', 'vitality', 'verve', 'vigor', 'vigour', 'animation', 'spirit']
['一人一人']#[['ひとりひとり'], ['ひとりびとり']]#5#['&adv;', '&n;']#['each (person)', 'individually', 'one by one', 'one at a time', 'in turn']
['お休み']#[['おやすみ']]#5#['&n;']#['holiday', 'day off', 'absence']
['ドル買い']#[['ドルかい']]#5#['&n;']#['dollar purchase']
['一校']#[['いっこう']]#5#['&n;']#['whole school', 'the first proof', 'one proofreading']
['一女']#[['いちじょ']]#5#['&n;']#['one daughter']
['右中間']#[['うちゅうかん']]#5#['&n;']#['between right and center fielders (centre)']
['気に入り']#[['きにいり']]#5#['&n;']#['favorite', 'favourite', 'pet']
['生一本']#[['きいっぽん']]#5#['&adj-na;', '&n;']#['straight-forwardness', 'honesty', 'purity']
['電気釜']#[['でんきがま']]#5#['&n;']#['electric rice-cooker']
['駅ビル']#[['えきビル']]#5#['&n;']#['station building']
['焚書']#[['ふんしょ']]#5#['&n;']#['book burning']
['二つ目']#[['ふたつめ']]#5#['&n;']#['one after next', 'second']
['外耳道']#[['がいじどう']]#5#['&n;']#['external auditory canal', 'ear canal', 'external auditory meatus']
['八幡']#[['はちまん']]#5#['&n;']#['Hachiman (God of War)']
['花鋏']#[['はなばさみ']]#5#['&n;']#[\"florist's scissors\", 'flower scissors']
['本分']#[['ほんぶん']]#5#['&n;']#[\"one's duty\", \"one's part\"]
['本土']#[['ほんど']]#5#['&n;']#['mainland', 'the country proper']
['出で立ち']#[['いでたち']]#5#['&n;']#['dress', 'outfit']
['イエズス会']#[['イエズスかい']]#5#['&n;']#['Society of Jesus', 'Jesuits']
['生ける屍']#[['いけるしかばね']]#5#['&exp;', '&n;']#['living corpse']
['山男']#[['やまおとこ']]#5#['&n;']#['giant', 'woodsman', 'alpinist']
['籠手']#[['こて']]#5#['&n;']#['gauntlet (used in Kendo)', 'bracer', 'fencing glove']
['金蠅']#[['きんばえ'], ['キンバエ']]#5#['&n;']#['greenbottle fly (esp. species Lucilia caesar)']
['１４日']#[['じゅうよっか']]#5#['&n;']#['14th day of the month']
['２４日']#[['にじゅうよっか'], ['にじゅうよんにち'], ['にじゅうよにち']]#5#['&n;']#['24th day of the month']
['水餃子']#[['すいギョーザ']]#5#['&n;']#['boiled gyoza']
['半ドン']#[['はんドン'], ['はんどん']]#5#['&n;']#['half-holiday']
['牟子']#[['むし']]#5#['&n;']#['conical hat with a veil']
['金子']#[['きんす']]#5#['&n;']#['money', 'funds']
['見立て']#[['みたて']]#5#['&n;']#['choice', 'selection']
['古新聞']#[['ふるしんぶん']]#5#['&n;']#['old newspapers']
['高まり']#[['たかまり']]#5#['&n;']#['rise', 'swell', 'elevation', 'upsurge']
['ぶなの木']#[['ぶなのき']]#5#['&n;']#['Japanese beech (Fagus crenata)', \"Siebold's beech\"]
['一分半']#[['いっぷんはん']]#5#['&n;']#['a minute and a half']
['外套']#[['がいとう']]#5#['&n;']#['overcoat', 'greatcoat', 'cloak', 'wrap', 'mantle']
['金気']#[['かなけ']]#5#['&n;']#['metallic taste', 'taste of iron']
['高']#[['たか'], ['だか']]#5#['&n;', '&n-suf;']#['quantity', 'amount', 'volume', 'number', 'amount of money']
['うちの人']#[['うちのひと']]#5#['&exp;', '&n;']#['my husband']
['四つ子']#[['よつご']]#5#['&n;']#['quadruplets']
['じり安']#[['じりやす'], ['ジリやす']]#5#['&n;']#['gradual decline (of stock prices)']
['日月']#[['じつげつ'], ['にちげつ']]#5#['&n;']#['sun and moon']
['十八金']#[['じゅうはちきん']]#5#['&n;']#['18-carat gold']
['買い']#[['かい']]#5#['&n;']#['buying', 'shopping']
['賭け金']#[['かけきん']]#5#['&n;']#['stakes', 'bet']
['語らい']#[['かたらい']]#5#['&n;']#['talk', 'chat']
['川魚']#[['かわうお'], ['かわざかな']]#5#['&n;']#['river fish', 'freshwater fish']
['間八']#[['かんぱち'], ['カンパチ']]#5#['&n;']#['greater amberjack (Seriola dumerili)', 'purplish amberjack', 'greater yellowtail']
['白魚']#[['しらうお'], ['シラウオ']]#5#['&n;']#['icefish (Salangidae spp., esp. the Japanese icefish, Salangichthys microdon)', 'noodlefish', 'whitebait']
['中高生']#[['ちゅうこうせい']]#5#['&n;']#['middle and high-school students']
['古女']#[['ごまめ']]#5#['&n;']#['dried young anchovies (or sardines)']
['小芥子']#[['こけし']]#5#['&n;']#['limbless wooden doll', 'kokeshi doll']
['蒲魚']#[['かまとと'], ['カマトト']]#5#['&n;']#['feigning innocence, ignorance or naivety']
['オフ会']#[['オフかい']]#5#['&n;']#['offline meeting (face-to-face meeting by people who normally interact online)']
['大人気']#[['だいにんき']]#5#['&adj-no;', '&n;']#['very popular', 'highly favoured']
['土中']#[['どちゅう']]#5#['&n;']#['in the earth', 'in the ground', 'underground']
['人間ドック']#[['にんげんドック'], ['にんげんドッグ']]#5#['&n;']#['comprehensive medical check-up', 'thorough physical examination']
['半ケツ']#[['はんケツ'], ['ハンケツ']]#5#['&n;']#['having buttock cleavage exposed (e.g. when sitting)']
['外タレ']#[['がいタレ']]#5#['&n;']#['non-Japanese celebrity', 'foreigner celebrity']
['新ジャガ']#[['しんジャガ']]#5#['&n;']#['new potatoes']
['小口']#[['こぐち']]#5#['&n;']#['cut end', 'edge (of a page, etc.)']
['国本']#[['こくほん']]#5#['&n;']#['foundation of the nation']
['小魚']#[['こざかな'], ['いさな']]#5#['&n;']#['small fish', 'fry']
['毎分']#[['まいふん']]#5#['&adv;', '&n;']#['every minute', 'per minute']
['学び']#[['まなび']]#5#['&n;']#['learning', 'study']
['名分']#[['めいぶん']]#5#['&n;']#['moral duty', 'moral obligations']
['名花']#[['めいか']]#5#['&n;']#['celebrated flower', 'beautiful woman']
['目立て']#[['めたて']]#5#['&n;']#['setting (of a saw)']
['南アメリカ']#[['みなみアメリカ']]#5#['&n;']#['South America']
['蒙古斑']#[['もうこはん']]#5#['&n;']#['Mongolian spot', 'Mongolian blue spot', 'congenital dermal melanocytosis']
['生あくび']#[['なまあくび']]#5#['&n;']#['slight yawn']
['生水']#[['なまみず']]#5#['&n;']#['unboiled water']
['生唾']#[['なまつば']]#5#['&n;']#[\"saliva (in one's mouth)\"]
['大口']#[['おおぐち'], ['おおくち']]#5#['&n;']#['big mouth', 'mouth opened wide']
['女手']#[['おんなで']]#5#['&n;']#['female help', 'female labor', 'female labour', 'female worker']
['溜飲']#[['りゅういん']]#5#['&n;']#['acid reflux', 'bile reflux', 'pyrosis', 'stomach acid (when it enters the esophagus)', 'heartburn', 'indigestion', 'water brash']
['先学']#[['せんがく']]#5#['&n;']#['academic predecessor', 'scholars of the past', 'senior scholar']
['四分六']#[['しぶろく']]#5#['&n;']#['six to four ratio', 'sixty-forty']
['巷間']#[['こうかん']]#5#['&n;']#['on the street', 'around town', 'the world', 'the public']
['空下手']#[['からへた']]#5#['&adj-na;', '&n;']#['utterly lacking (in ability)', 'hopeless', 'useless', 'poor']
['手水']#[['てみず'], ['ちょうず']]#5#['&n;']#[\"water for washing or moistening one's hands\"]
['手斧']#[['ておの'], ['ちょうな']]#5#['&n;']#['hatchet']
['水洟']#[['みずばな']]#5#['&n;']#['runny nose', '(watery) nasal mucus']
['名聞']#[['めいぶん'], ['みょうもん']]#5#['&n;']#['reputation']
['女気']#[['おんなけ']]#5#['&n;']#['female presence']
['大本']#[['たいほん']]#5#['&n;']#['foundation', 'basic principles']
['外蒙古']#[['がいもうこ'], ['そともうこ']]#5#['&n;']#['Outer Mongolia']
['木煉瓦']#[['もくれんが'], ['きれんが']]#5#['&n;']#['wooden block']
['生魚']#[['なまざかな'], ['なまうお']]#5#['&n;']#['raw fish', 'uncooked fish', 'fresh fish']
['白目']#[['しろめ'], ['はくがん']]#5#['&n;']#['white of the eye']
['ドレス店']#[['ドレスてん']]#5#['&n;']#['dress store']
['チェーン店']#[['チェーンてん']]#5#['&n;']#['chain store']
['東下り']#[['あずまくだり']]#5#['&n;']#['travelling east (esp. to Edo) from Kyoto']
['手下']#[['てした'], ['てか']]#5#['&n;']#['subordinate', 'underling', 'henchman', 'minion']
['マス目']#[['マスめ'], ['ますめ']]#5#['&n;']#['measure']
['高学年']#[['こうがくねん']]#5#['&n;']#['upper grades of primary school (sixth, fifth, and sometimes fourth grades)']
['国学']#[['こくがく']]#5#['&n;']#['study of (ancient) Japanese literature and culture']
['国人']#[['こくじん'], ['くにびと'], ['こくにん'], ['くにうど'], ['くにゅうど']]#5#['&n;']#['indigenous person', 'inhabitant of a country']
['手中']#[['しゅちゅう']]#5#['&n;']#[\"in one's hands\", \"in one's control\"]
['花き']#[['かき']]#5#['&n;']#['flowering plant', 'flower']
['小道']#[['こみち'], ['しょうけい']]#5#['&n;']#['path', 'lane']
['小社']#[['しょうしゃ']]#5#['&n;']#['(our) company', '(my) company']
['金山']#[['きんざん']]#5#['&n;']#['gold mine']
['行年']#[['こうねん'], ['ぎょうねん']]#5#['&n;']#[\"age at one's death\"]
['父なし子']#[['ててなしご'], ['ちちなしご']]#5#['&n;']#['child whose paternity is unknown', 'illegitimate child']
['足手まとい']#[['あしでまとい'], ['あしてまとい']]#5#['&adj-na;', '&n;']#['impediment', 'burden', 'encumbrance', 'hindrance', 'drag']
['小姑']#[['こじゅうとめ'], ['こじゅうと']]#5#['&n;']#['sister-in-law']
['山気']#[['やまき'], ['やまぎ'], ['やまけ']]#5#['&n;']#['speculative spirit']
['目八分']#[['めはちぶん'], ['めはちぶ']]#5#['&n;']#['below eye level']
['雨もよい']#[['あまもよい'], ['あめもよい']]#5#['&n;']#['threat of rain']
['矮人']#[['わいじん']]#5#['&n;']#['dwarf']
['灌木']#[['かんぼく']]#5#['&n;']#['bush', 'shrub']
['撫子']#[['なでしこ'], ['ナデシコ']]#5#['&n;']#['pink (any flower of genus Dianthus, esp. the fringed pink, Dianthus superbus)']
['罵言']#[['ばげん']]#5#['&n;']#['(verbal) abuse', 'abusive language']
['空っけつ']#[['からっけつ'], ['カラッケツ']]#5#['&adj-na;', '&n;']#['flat broke', 'stone broke', 'penniless']
['空気口']#[['くうきこう']]#5#['&n;']#['vent']
['空気枕']#[['くうきまくら']]#5#['&n;']#['air cushion']
['空耳']#[['そらみみ']]#5#['&n;']#['mishearing']
['空ぶかし']#[['からぶかし'], ['からふかし']]#5#['&n;']#['idling (of an engine)']
['空空']#[['くうくう']]#5#['&adj-na;', '&n;']#['empty', 'vacant', 'void']
['空き時間']#[['あきじかん']]#5#['&n;']#['free time', 'spare time']
['空買い']#[['からがい']]#5#['&n;']#['buying on margin']
['空閨']#[['くうけい']]#5#['&n;']#['lonely, spouseless bedroom', 'bedroom of a neglected spouse']
['空蝉']#[['うつせみ']]#5#['&n;']#[\"one's present existence\", 'this mortal frame', 'this world', 'this life', 'temporal things']
['空クジ']#[['からクジ'], ['からくじ']]#5#['&n;']#['blank (ticket)', 'unsuccessful lottery ticket']
['口上書']#[['こうじょうしょ'], ['こうじょうがき']]#5#['&n;']#['verbal note (notes verbale)', 'written statement']
['口腔癌']#[['こうこうがん']]#5#['&n;']#['oral cancer']
['口塞ぎ']#[['くちふさぎ']]#5#['&n;']#['prohibition of speaking', 'imposition of silence', 'tiny morsel']
['口ひげ']#[['くちひげ']]#5#['&n;']#['moustache', 'mustache']
['後人']#[['こうじん']]#5#['&n;']#['posterity', 'future generations']
['後口']#[['あとくち']]#5#['&n;']#['aftertaste']
['後天']#[['こうてん']]#5#['&n;']#['a posteriori', 'posteriority']
['後ろ手']#[['うしろで']]#5#['&n;']#[\"hands behind one's back\", \"hands tied behind one's back\"]
['後見人']#[['こうけんにん']]#5#['&n;']#['guardian']
['後車']#[['こうしゃ']]#5#['&n;']#['rear car']
['後ろ前']#[['うしろまえ']]#5#['&n;']#['backwards']
['後足']#[['あとあし'], ['こうきゃく']]#5#['&n;']#['hind legs', 'rear legs']
['金口']#[['きんぐち']]#5#['&n;']#['gold-colored paper wrapped around the tip of a cigarette (coloured)']
['金杓子']#[['かなじゃくし']]#5#['&n;']#['metal ladle']
['金屑']#[['かなくず']]#5#['&n;']#['scrap metal']
['金牌']#[['きんぱい']]#5#['&n;']#['gold medal', 'gold badge']
['金盞花']#[['きんせんか']]#5#['&n;']#['marigold', 'Calendula officinalis']
['金鋏']#[['かなばさみ']]#5#['&n;']#['tongs', 'shears']
['金ダライ']#[['かなダライ'], ['かなだらい'], ['かなタライ'], ['かなたらい']]#5#['&n;']#['metal basin']
['金錆']#[['かなさび']]#5#['&n;']#['rust']
['金轡']#[['かなぐつわ']]#5#['&n;']#['a (metal) bit']
['金襴']#[['きんらん']]#5#['&n;']#['gold brocade']
['金聾']#[['かなつんぼ']]#5#['&n;']#['completely deaf']
['行人']#[['こうじん']]#5#['&n;']#['passer-by', 'traveler', 'traveller']
['行く先']#[['ゆくさき'], ['いくさき']]#5#['&n;']#['destination']
['行金']#[['こうきん']]#5#['&n;']#['bank money']
['行きがかり']#[['いきがかり'], ['ゆきがかり']]#5#['&n;']#['(by force of) circumstances']
['桁外れ']#[['けたはずれ'], ['ケタはずれ'], ['ケタハズレ']]#5#['&adj-na;', '&n;']#['incredible', 'extraordinary', 'exceptional', 'phenomenal']
['東夷']#[['あずまえびす'], ['とうい']]#5#['&n;']#['warrior from the eastern parts of Japan']
['読み人']#[['よみびと']]#5#['&n;']#['(poetic) author']
['読会']#[['どっかい']]#5#['&n;']#['reading (of a bill)']
['読書人']#[['どくしょじん']]#5#['&n;']#['avid reader']
['読書三昧']#[['どくしょざんまい']]#5#['&n;']#['being absorbed in reading']
['読書会']#[['どくしょかい']]#5#['&n;']#['reading circle', 'reading group', 'book club']
['はげ山']#[['はげやま'], ['ハゲやま']]#5#['&n;']#['bald mountain', 'denuded mountain', 'bare hill', 'treeless hill']
['小糠']#[['こぬか']]#5#['&n;']#['rice bran']
['焚き口']#[['たきぐち']]#5#['&n;']#['furnace opening']
['父母会']#[['ふぼかい']]#5#['&n;']#[\"a parents' association\"]
['鰐足']#[['わにあし']]#5#['&n;']#['bowlegs', 'knock-kneed']
['ご一新']#[['ごいっしん']]#5#['&n;']#['Meiji Restoration']
['お手つき']#[['おてつき']]#5#['&n;']#['touching a wrong card (in karuta)', 'buzzing too early (in a quiz)']
['お先']#[['おさき']]#5#['&n;']#['ahead', 'before']
['中子']#[['なかご']]#5#['&n;']#['core']
['中火']#[['ちゅうび']]#5#['&n;']#['medium flame (cooking)', 'medium heat', 'medium fire']
['中吊り']#[['なかづり']]#5#['&n;']#['advertisement hanging in a train']
['竺学']#[['じくがく']]#5#['&n;']#['Indian studies', 'Buddhist studies']
['手つき']#[['てつき']]#5#['&n;']#[\"manner of using one's hands\"]
['手車']#[['てぐるま']]#5#['&n;']#['handcart', 'wheelbarrow']
